onset	offset	word	file	interval_no	tag1	tagger
4.0050001	4.6199999	rooftops	robinhood_youngreading_05_19	18	[0.181044, 0.083014]	1
4.6199999	4.6750002	0	robinhood_youngreading_05_19	19		0
4.6750002	4.7750001	to	robinhood_youngreading_05_19	20	[0.110865]	0
4.7750001	5.2150002	Sherwood	robinhood_youngreading_05_19	21	[0.411131, 0.080342]	1
5.2150002	5.8249998	Forest	robinhood_youngreading_05_19	22	[0.185663, 0.060974]	1
5.8249998	0	0	robinhood_youngreading_05_19	23		0
0	0.055	0	robinhood_youngreading_05_3	0		0
0.055	0.085000001	A	robinhood_youngreading_05_3	1	[0.05930700000000001]	0
0.085000001	0.47999999	silk	robinhood_youngreading_05_3	2	[0.273319]	0
0.47999999	0.95499998	pouch	robinhood_youngreading_05_3	3	[0.938767]	1
0.95499998	1.24	hung	robinhood_youngreading_05_3	4	[0.658496]	1
1.24	1.39	on	robinhood_youngreading_05_3	5	[0.353652]	0
1.39	1.4450001	the	robinhood_youngreading_05_3	6	[0.153121]	0
1.4450001	1.83	door	robinhood_youngreading_05_3	7	[0.813366]	1
1.83	0	0	robinhood_youngreading_05_3	8		0
0	0	0	robinhood_youngreading_05_3	9		0
0	2.1500001	0	robinhood_youngreading_05_3	10		0
2.1500001	2.54	filled	robinhood_youngreading_05_3	11	[0.432846]	1
2.54	2.6949999	with	robinhood_youngreading_05_3	12	[0.141545]	0
2.6949999	3.29	twinkling	robinhood_youngreading_05_3	13	[0.141908, 0.157291]	1
3.29	3.575	gold	robinhood_youngreading_05_3	14	[0.263899]	1
3.575	3.595	0	robinhood_youngreading_05_3	15		0
3.595	4.1900001	coins	robinhood_youngreading_05_3	16	[0.560339]	1
4.1900001	0	0	robinhood_youngreading_05_3	17		0
0	0.015	0	robinhood_youngreading_05_5	0		0
0.015	0.31	Every	robinhood_youngreading_05_5	1	[0.958, 0.095242]	1
0.31	0.63499999	house	robinhood_youngreading_05_5	2	[0.465002, 0.009478]	1
0.63499999	0.74000001	in	robinhood_youngreading_05_5	3	[0.009478]	0
0.74000001	0.78500003	the	robinhood_youngreading_05_5	4	[0.021247]	0
0.78500003	1.2	village	robinhood_youngreading_05_5	5	[0.021247, 0.462171, 0.225473]	1
1.2	1.39	had	robinhood_youngreading_05_5	6	[0.116464]	0
1.39	1.45	0	robinhood_youngreading_05_5	7		0
1.45	1.6799999	one	robinhood_youngreading_05_5	8	[0.136875]	1
1.6799999	0	0	robinhood_youngreading_05_5	9		0
0	0.029999999	0	robinhood_youngreading_06_1	0		0
0.029999999	0.40000001	Chapter	robinhood_youngreading_06_1	1	[0.399261, 0.456454]	1
0.40000001	0.75	Two	robinhood_youngreading_06_1	2	[1.074713]	1
0.75	0	0	robinhood_youngreading_06_1	3		0
0	0.015	0	robinhood_youngreading_06_11	0		0
0.015	0.085000001	In	robinhood_youngreading_06_11	1	[0.183741]	0
0.085000001	0.155	a	robinhood_youngreading_06_11	2	[0.588407]	1
0.155	0.72000003	rage	robinhood_youngreading_06_11	3	[0.334354]	0
0.72000003	0	0	robinhood_youngreading_06_11	4		0
0	0.99000001	0	robinhood_youngreading_06_11	5		0
0.99000001	1.095	he	robinhood_youngreading_06_11	6	[0.130798]	0
1.095	1.64	scooped	robinhood_youngreading_06_11	7	[0.242218]	1
1.64	1.8049999	up	robinhood_youngreading_06_11	8	[0.266015]	1
1.8049999	2.0050001	some	robinhood_youngreading_06_11	9	[0.014769]	0
2.0050001	2.335	horse	robinhood_youngreading_06_11	10	[0.348452]	1
2.335	2.355	0	robinhood_youngreading_06_11	11		0
2.355	2.5899999	dung	robinhood_youngreading_06_11	12	[0.260941]	1
2.5899999	0	0	robinhood_youngreading_06_11	13		0
0	0	0	robinhood_youngreading_06_11	14		0
0	3.155	0	robinhood_youngreading_06_11	15		0
3.155	3.3399999	and	robinhood_youngreading_06_11	16	[0.096293]	0
3.3399999	3.6949999	hurled	robinhood_youngreading_06_11	17	[0.361854]	1
3.6949999	3.855	it	robinhood_youngreading_06_11	18	[0.141119]	0
3.855	4.4650002	splat	robinhood_youngreading_06_11	19	[1.170481]	1
4.4650002	0	0	robinhood_youngreading_06_11	20		0
0	4.6149998	0	robinhood_youngreading_06_11	21		0
4.6149998	4.7649999	into	robinhood_youngreading_06_11	22	[0.01653, 0.024746]	0
4.7649999	4.8449998	the	robinhood_youngreading_06_11	23	[0.024746, 0.029651]	0
4.8449998	5.3699999	Sheriff's	robinhood_youngreading_06_11	24	[0.029651, 0.32826, 0.032247000000000005]	1
5.3699999	5.7950001	face	robinhood_youngreading_06_11	25	[0.235259]	1
5.7950001	0	0	robinhood_youngreading_06_11	26		0
0	0.015	0	robinhood_youngreading_06_17	0		0
0.015	0.40000001	Several	robinhood_youngreading_06_17	1	[0.074447, 0.068548]	0
0.40000001	0.81	guards	robinhood_youngreading_06_17	2	[0.8535950000000001]	1
0.81	1.145	tried	robinhood_youngreading_06_17	3	[0.649818]	1
1.145	1.245	to	robinhood_youngreading_06_17	4	[0.065002]	0
1.245	1.535	grab	robinhood_youngreading_06_17	5	[1.070939]	1
1.535	1.895	Much	robinhood_youngreading_06_17	6	[0.456635]	0
1.895	0	0	robinhood_youngreading_06_17	7		0
0	2.125	0	robinhood_youngreading_06_17	8		0
2.125	2.3	but	robinhood_youngreading_06_17	9	[0.119985]	0
2.3	2.4400001	his	robinhood_youngreading_06_17	10	[0.465886]	0
2.4400001	2.7850001	father	robinhood_youngreading_06_17	11	[1.3, 0.196055]	1
2.7850001	3.23	blocked	robinhood_youngreading_06_17	12	[0.196055, 0.343623]	1
3.23	3.335	their	robinhood_youngreading_06_17	13	[0.105538]	0
3.335	3.73	way	robinhood_youngreading_06_17	14	[0.743005]	1
3.73	0	0	robinhood_youngreading_06_17	15		0
0	0	0	robinhood_youngreading_06_19	0		0
0	0.1	0	robinhood_youngreading_06_19	1		0
0.1	0.215	They	robinhood_youngreading_06_19	2	[0.67533]	1
0.215	0.70999998	forced	robinhood_youngreading_06_19	3	[0.549662]	1
0.70999998	0.84500003	his	robinhood_youngreading_06_19	4	[0.064342]	0
0.84500003	1.14	father	robinhood_youngreading_06_19	5	[0.9, 0.085906]	1
1.14	1.3049999	to	robinhood_youngreading_06_19	6	[0.085906, 0.19342]	0
1.3049999	1.375	the	robinhood_youngreading_06_19	7	[0.241569]	0
1.375	1.865	ground	robinhood_youngreading_06_19	8	[0.241569, 0.7891229999999999]	1
1.865	0	0	robinhood_youngreading_06_19	9		0
0	0	0	robinhood_youngreading_06_5	0		0
0	0.1	0	robinhood_youngreading_06_5	1		0
0.1	0.17	The	robinhood_youngreading_06_5	2	[0.036169]	0
0.17	0.69	Sheriff	robinhood_youngreading_06_5	3	[0.036169, 1.208183, 0.023061]	1
0.69	0.86500001	was	robinhood_youngreading_06_5	4	[0.02648]	0
0.86500001	1.495	furious	robinhood_youngreading_06_5	5	[1.226797, 0.095357, 0.046274]	1
1.495	1.5599999	0	robinhood_youngreading_06_5	6		0
1.5599999	1.665	when	robinhood_youngreading_06_5	7	[0.058713]	0
1.665	1.765	he	robinhood_youngreading_06_5	8	[0.060113]	0
1.765	2.075	came	robinhood_youngreading_06_5	9	[0.571332]	0
2.075	2.28	back	robinhood_youngreading_06_5	10	[0.729693]	1
2.28	2.3900001	the	robinhood_youngreading_06_5	11	[0.028585000000000006]	0
2.3900001	2.79	next	robinhood_youngreading_06_5	12	[0.028585000000000006, 0.282479]	0
2.79	3.075	day	robinhood_youngreading_06_5	13	[1.027307]	1
3.075	0	0	robinhood_youngreading_06_5	14		0
0	0.035	0	robinhood_youngreading_06_9	0		0
0.035	0.35499999	Much	robinhood_youngreading_06_9	1	[0.906447]	1
0.35499999	0.87	hated	robinhood_youngreading_06_9	2	[0.879491, 0.061323]	1
0.87	0.94499999	the	robinhood_youngreading_06_9	3	[0.061929999999999985]	0
0.94499999	1.455	Sheriff	robinhood_youngreading_06_9	4	[0.101148, 0.006108]	1
1.455	0	0	robinhood_youngreading_06_9	5		0
0	0.025	0	robinhood_youngreading_07_1	0		0
0.025	0.37	Much	robinhood_youngreading_07_1	1	[0.908833]	1
0.37	0.67000002	fled	robinhood_youngreading_07_1	2	[0.337685]	1
0.67000002	0.84500003	into	robinhood_youngreading_07_1	3	[0.133141, 0.032513]	0
0.84500003	0.94	the	robinhood_youngreading_07_1	4	[0.032513, 0.023984]	0
0.94	1.46	forest	robinhood_youngreading_07_1	5	[0.023984, 0.18685, 0.020526]	1
1.46	0	0	robinhood_youngreading_07_1	6		0
0	1.635	0	robinhood_youngreading_07_1	7		0
1.635	1.735	and	robinhood_youngreading_07_1	8	[0.047474]	0
1.735	2.25	scrambled	robinhood_youngreading_07_1	9	[0.35549200000000003]	1
2.25	2.3800001	up	robinhood_youngreading_07_1	10	[0.186305, 0.018114]	0
2.3800001	2.405	a	robinhood_youngreading_07_1	11	[0.018114]	0
2.405	2.71	tree	robinhood_youngreading_07_1	12	[0.018114, 0.342256]	1
2.71	2.825	to	robinhood_youngreading_07_1	13	[0.008818000000000001]	0
2.825	3.2650001	hide	robinhood_youngreading_07_1	14	[0.008818000000000001, 0.584252]	1
3.2650001	0	0	robinhood_youngreading_07_1	15		0
0	0	0	robinhood_youngreading_07_13	0		0
0	0.079999998	0	robinhood_youngreading_07_13	1		0
0.079999998	0.23999999	He	robinhood_youngreading_07_13	2	[0.204067]	0
0.23999999	0.69	needed	robinhood_youngreading_07_13	3	[1.115251, 0.445423]	1
0.69	0.69999999	0	robinhood_youngreading_07_13	4		0
0.69999999	0.80500001	to	robinhood_youngreading_07_13	5	[0.239395]	0
0.80500001	1.365	find	robinhood_youngreading_07_13	6	[1.097002]	1
1.365	1.71	Robin	robinhood_youngreading_07_13	7	[0.498712, 0.310788]	1
1.71	2.0699999	Hood	robinhood_youngreading_07_13	8	[0.378906]	1
2.0699999	0	0	robinhood_youngreading_07_13	9		0
0	0.025	0	robinhood_youngreading_07_15	0		0
0.025	0.39500001	Chapter	robinhood_youngreading_07_15	1	[0.8137479999999999, 0.7261770000000001]	1
0.39500001	0.77999997	Three	robinhood_youngreading_07_15	2	[0.948617]	1
0.77999997	0	0	robinhood_youngreading_07_15	3		0
0	0.029999999	0	robinhood_youngreading_07_17	0		0
0.029999999	0.45500001	Sherwood	robinhood_youngreading_07_17	1	[0.992891, 0.128244]	1
0.45500001	1.075	Forest	robinhood_youngreading_07_17	2	[0.301827, 0.176375]	1
1.075	0	0	robinhood_youngreading_07_17	3		0
0	0.015	0	robinhood_youngreading_07_19	0		0
0.015	0.34999999	Much	robinhood_youngreading_07_19	1	[0.920848]	1
0.34999999	0.37	0	robinhood_youngreading_07_19	2		0
0.37	0.61000001	wandered	robinhood_youngreading_07_19	3	[0.223099, 0.052612]	0
0.61000001	1.0700001	deeper	robinhood_youngreading_07_19	4	[0.634292, 0.015922]	1
1.0700001	1.295	into	robinhood_youngreading_07_19	5	[0.015922, 0.093011, 0.0213]	1
1.295	1.42	the	robinhood_youngreading_07_19	6	[0.0213, 0.092868]	0
1.42	1.985	forest	robinhood_youngreading_07_19	7	[0.129201, 0.019956]	1
1.985	0	0	robinhood_youngreading_07_19	8		0
0	0	0	robinhood_youngreading_07_21	0		0
0	0.1	0	robinhood_youngreading_07_21	1		0
0.1	0.16500001	The	robinhood_youngreading_07_21	2	[0.134376]	0
0.16500001	0.565	trees	robinhood_youngreading_07_21	3	[0.661046]	0
0.565	0.94499999	seemed	robinhood_youngreading_07_21	4	[1.099707]	1
0.94499999	1.05	to	robinhood_youngreading_07_21	5	[0.26173]	0
1.05	1.485	close	robinhood_youngreading_07_21	6	[0.9]	1
1.485	1.585	in	robinhood_youngreading_07_21	7	[0.5856979999999999]	0
1.585	2.02	around	robinhood_youngreading_07_21	8	[0.34736300000000003, 0.870935]	1
2.02	2.22	him	robinhood_youngreading_07_21	9	[0.150892]	0
2.22	0	0	robinhood_youngreading_07_21	10		0
0	0	0	robinhood_youngreading_07_23	0		0
0	0.075000003	0	robinhood_youngreading_07_23	1		0
0.075000003	0.19499999	He	robinhood_youngreading_07_23	2	[0.085502]	1
0.19499999	0.38	was	robinhood_youngreading_07_23	3	[0.03612]	0
0.38	0.94999999	tired	robinhood_youngreading_07_23	4	[1.130162, 0.007816]	1
0.94999999	0	0	robinhood_youngreading_07_23	5		0
0	0	0	robinhood_youngreading_07_23	6		0
0	1.3150001	0	robinhood_youngreading_07_23	7		0
1.3150001	1.9299999	thirsty	robinhood_youngreading_07_23	8	[1.163055, 0.218012]	1
1.9299999	2.075	0	robinhood_youngreading_07_23	9		0
2.075	2.2	and	robinhood_youngreading_07_23	10	[0.031043]	0
2.2	2.835	scared	robinhood_youngreading_07_23	11	[1.419343]	1
2.835	0	0	robinhood_youngreading_07_23	12		0
0	0.059999999	0	robinhood_youngreading_07_29	0		0
0.059999999	0.25	As	robinhood_youngreading_07_29	1	[0.6052810000000001]	1
0.25	0.33000001	he	robinhood_youngreading_07_29	2	[0.406465]	0
0.33000001	0.75999999	stumbled	robinhood_youngreading_07_29	3	[0.5062949999999999]	1
0.75999999	1.1849999	along	robinhood_youngreading_07_29	4	[0.212913, 0.428312]	1
1.1849999	0	0	robinhood_youngreading_07_29	5		0
0	0	0	robinhood_youngreading_07_29	6		0
0	1.725	0	robinhood_youngreading_07_29	7		0
1.725	1.78	a	robinhood_youngreading_07_29	8	[0.4466270000000001]	1
1.78	2.1400001	lone	robinhood_youngreading_07_29	9	[0.457682]	0
2.1400001	2.4849999	rider	robinhood_youngreading_07_29	10	[0.9, 0.120819]	1
2.4849999	2.7950001	came	robinhood_youngreading_07_29	11	[0.178106]	0
2.7950001	3.0550001	down	robinhood_youngreading_07_29	12	[0.434095]	1
3.0550001	3.0999999	the	robinhood_youngreading_07_29	13	[0.061734]	0
3.0999999	3.595	path	robinhood_youngreading_07_29	14	[0.061734, 0.667175]	1
3.595	0	0	robinhood_youngreading_07_29	15		0
0	0	0	robinhood_youngreading_07_3	0		0
0	0.075000003	0	robinhood_youngreading_07_3	1		0
0.075000003	0.25999999	His	robinhood_youngreading_07_3	2	[0.073835]	0
0.25999999	0.71499997	heart	robinhood_youngreading_07_3	3	[1.033399]	1
0.71499997	0.83999997	was	robinhood_youngreading_07_3	4	[0.012846000000000002]	0
0.83999997	0.87	0	robinhood_youngreading_07_3	5		0
0.87	1.525	pounding	robinhood_youngreading_07_3	6	[1.2999690000000002, 0.232509]	1
1.525	0	0	robinhood_youngreading_07_3	7		0
0	0.059999999	0	robinhood_youngreading_07_5	0		0
0.059999999	0.44499999	Tears	robinhood_youngreading_07_5	1	[1.245236]	1
0.44499999	0.89499998	trickled	robinhood_youngreading_07_5	2	[0.122799]	0
0.89499998	1.155	down	robinhood_youngreading_07_5	3	[0.564728]	1
1.155	1.325	his	robinhood_youngreading_07_5	4	[0.079565]	0
1.325	1.355	0	robinhood_youngreading_07_5	5		0
1.355	1.88	cheeks	robinhood_youngreading_07_5	6	[0.536238]	1
1.88	0	0	robinhood_youngreading_07_5	7		0
0	0	0	robinhood_youngreading_07_7	0		0
0	0.050000001	0	robinhood_youngreading_07_7	1		0
0.050000001	0.245	His	robinhood_youngreading_07_7	2	[0.037284]	0
0.245	0.64499998	father	robinhood_youngreading_07_7	3	[1.299957, 0.035641]	1
0.64499998	0.81	had	robinhood_youngreading_07_7	4	[0.035641, 0.031534]	0
0.81	0.81999999	0	robinhood_youngreading_07_7	5		0
0.81999999	1.04	been	robinhood_youngreading_07_7	6	[0.419197]	1
1.04	1.755	arrested	robinhood_youngreading_07_7	7	[0.112927, 0.23443000000000006, 0.079885]	1
1.755	0	0	robinhood_youngreading_07_7	8		0
0	0	0	robinhood_youngreading_07_7	9		0
0	2.075	0	robinhood_youngreading_07_7	10		0
2.075	2.1700001	and	robinhood_youngreading_07_7	11	[0.024246]	0
2.1700001	2.2650001	it	robinhood_youngreading_07_7	12	[0.180131]	1
2.2650001	2.4300001	was	robinhood_youngreading_07_7	13	[0.01568]	0
2.4300001	2.5799999	0	robinhood_youngreading_07_7	14		0
2.5799999	2.8599999	all	robinhood_youngreading_07_7	15	[0.4927]	1
2.8599999	3.2249999	his	robinhood_youngreading_07_7	16	[0.146269]	0
3.2249999	3.7349999	fault	robinhood_youngreading_07_7	17	[0.020841]	0
3.7349999	0	0	robinhood_youngreading_07_7	18		0
0	0.035	0	robinhood_youngreading_07_9	0		0
0.035	0.36000001	Much	robinhood_youngreading_07_9	1	[0.751889]	1
0.36000001	0.52999997	was	robinhood_youngreading_07_9	2	[0.019199]	0
0.52999997	0.60500002	0	robinhood_youngreading_07_9	3		0
0.60500002	1.0650001	desperate	robinhood_youngreading_07_9	4	[0.733024, 0.012041, 0.0065060000000000005]	1
1.0650001	1.1	0	robinhood_youngreading_07_9	5		0
1.1	1.1799999	to	robinhood_youngreading_07_9	6	[0.012141]	0
1.1799999	1.645	rescue	robinhood_youngreading_07_9	7	[0.012141, 0.145224, 0.049389]	1
1.645	1.925	him	robinhood_youngreading_07_9	8	[0.047191]	0
1.925	0	0	robinhood_youngreading_07_9	9		0
0	0	0	robinhood_youngreading_07_9	10		0
0	2.29	0	robinhood_youngreading_07_9	11		0
2.29	2.49	but	robinhood_youngreading_07_9	12	[0.072923]	0
2.49	2.895	how	robinhood_youngreading_07_9	13	[1.089033]	1
2.895	0	0	robinhood_youngreading_07_9	14		0
0	0.015	0	robinhood_youngreading_08_1	0		0
0.015	0.17	It	robinhood_youngreading_08_1	1	[0.187197, 0.048511]	1
0.17	0.28	was	robinhood_youngreading_08_1	2	[0.048511, 0.517934]	1
0.28	0.30000001	a	robinhood_youngreading_08_1	3	[0.517934]	1
0.30000001	0.72000003	woman	robinhood_youngreading_08_1	4	[0.517934, 0.08579400000000001, 0.136293]	1
0.72000003	0	0	robinhood_youngreading_08_1	5		0
0	0	0	robinhood_youngreading_08_1	6		0
0	1.205	0	robinhood_youngreading_08_1	7		0
1.205	1.45	wearing	robinhood_youngreading_08_1	8	[0.768832, 0.043774]	1
1.45	1.495	a	robinhood_youngreading_08_1	9	[0.093753]	0
1.495	1.875	silk	robinhood_youngreading_08_1	10	[0.583326]	1
1.875	2.325	dress	robinhood_youngreading_08_1	11	[0.730664]	1
2.325	0	0	robinhood_youngreading_08_1	12		0
0	2.415	0	robinhood_youngreading_08_1	13		0
2.415	2.5350001	and	robinhood_youngreading_08_1	14	[0.150331]	0
2.5350001	2.5799999	a	robinhood_youngreading_08_1	15	[0.12906900000000002]	0
2.5799999	3.115	glittering	robinhood_youngreading_08_1	16	[1.031784, 0.24215100000000006, 0.05952200000000001]	1
3.115	3.6849999	necklace	robinhood_youngreading_08_1	17	[0.4479, 0.046819]	1
3.6849999	0	0	robinhood_youngreading_08_1	18		0
0	0.039999999	0	robinhood_youngreading_08_11	0		0
0.039999999	0.40000001	Much	robinhood_youngreading_08_11	1	[0.99453]	1
0.40000001	0.51999998	was	robinhood_youngreading_08_11	2	[0.031602]	0
0.51999998	1.3099999	exhausted	robinhood_youngreading_08_11	3	[0.184493, 0.6183960000000001, 0.192026]	1
1.3099999	0	0	robinhood_youngreading_08_11	4		0
0	0.029999999	0	robinhood_youngreading_08_15	0		0
0.029999999	0.26499999	Just	robinhood_youngreading_08_15	1	[0.648777]	1
0.26499999	0.61500001	then	robinhood_youngreading_08_15	2	[0.818684]	1
0.61500001	0	0	robinhood_youngreading_08_15	3		0
0	0	0	robinhood_youngreading_08_15	4		0
0	1.045	0	robinhood_youngreading_08_15	5		0
1.045	1.41	Marian	robinhood_youngreading_08_15	6	[0.963714, 0.41002, 0.036454]	1
1.41	1.6849999	saw	robinhood_youngreading_08_15	7	[1.212553]	1
1.6849999	2.0650001	something	robinhood_youngreading_08_15	8	[0.0669, 0.034489]	0
2.0650001	2.23	in	robinhood_youngreading_08_15	9	[0.637115]	1
2.23	2.27	the	robinhood_youngreading_08_15	10	[0.212172]	0
2.27	2.7950001	trees	robinhood_youngreading_08_15	11	[0.212172, 0.563743]	1
2.7950001	0	0	robinhood_youngreading_08_15	12		0
0	0.02	0	robinhood_youngreading_08_21	0		0
0.02	0.19	She	robinhood_youngreading_08_21	1	[0.114056]	0
0.19	0.77999997	grasped	robinhood_youngreading_08_21	2	[1.289578]	1
0.77999997	0.81	the	robinhood_youngreading_08_21	3	[0.420389]	0
0.81	1.29	reins	robinhood_youngreading_08_21	4	[0.420389, 0.622591]	1
1.29	1.485	0	robinhood_youngreading_08_21	5		0
1.485	1.615	and	robinhood_youngreading_08_21	6	[0.067368]	0
1.615	1.73	they	robinhood_youngreading_08_21	7	[0.558674]	1
1.73	2.155	raced	robinhood_youngreading_08_21	8	[0.239182]	0
2.155	2.4300001	down	robinhood_youngreading_08_21	9	[0.600869]	1
2.4300001	2.4749999	the	robinhood_youngreading_08_21	10	[0.043139]	0
2.4749999	2.9449999	path	robinhood_youngreading_08_21	11	[0.043139, 0.384045]	1
2.9449999	0	0	robinhood_youngreading_08_21	12		0
0	0.02	0	robinhood_youngreading_08_5	0		0
0.02	0.315	Much	robinhood_youngreading_08_5	1	[0.947338]	1
0.315	0.91000003	recognized	robinhood_youngreading_08_5	2	[0.096886, 0.015303, 0.189938]	1
0.91000003	1.02	her	robinhood_youngreading_08_5	3	[0.055537, 0.015753]	0
1.02	1.05	at	robinhood_youngreading_08_5	4	[0.015753]	0
1.05	1.5549999	once	robinhood_youngreading_08_5	5	[0.015753, 0.151963]	1
1.5549999	0	0	robinhood_youngreading_08_5	6		0
0	0	0	robinhood_youngreading_08_5	7		0
0	2.0050001	0	robinhood_youngreading_08_5	8		0
2.0050001	2.3299999	Lady	robinhood_youngreading_08_5	9	[0.583344, 0.097265]	1
2.3299999	2.7750001	Marian	robinhood_youngreading_08_5	10	[0.112731, 0.072725, 0.007024]	0
2.7750001	0	0	robinhood_youngreading_08_5	11		0
0	3.0150001	0	robinhood_youngreading_08_5	12		0
3.0150001	3.1099999	the	robinhood_youngreading_08_5	13	[0.12618800000000002]	0
3.1099999	3.5650001	King's	robinhood_youngreading_08_5	14	[0.341776]	1
3.5650001	3.99	cousin	robinhood_youngreading_08_5	15	[0.079012]	0
3.99	0	0	robinhood_youngreading_08_5	16		0
0	0.025	0	robinhood_youngreading_09_1	0		0
0.025	0.38	Much	robinhood_youngreading_09_1	1	[1.083527]	1
0.38	0.63999999	looked	robinhood_youngreading_09_1	2	[0.073]	0
0.63999999	0.88999999	up	robinhood_youngreading_09_1	3	[0.829226]	1
0.88999999	0	0	robinhood_youngreading_09_1	4		0
0	0.035	0	robinhood_youngreading_09_11	0		0
0.035	0.5	Marian	robinhood_youngreading_09_11	1	[1.3, 0.17064300000000002, 0.13129100000000002]	1
0.5	1.1799999	screamed	robinhood_youngreading_09_11	2	[0.172127]	1
1.1799999	0	0	robinhood_youngreading_09_11	3		0
0	0.025	0	robinhood_youngreading_09_13	0		0
0.025	0.15000001	Her	robinhood_youngreading_09_13	1	[0.298918]	0
0.15000001	0.71499997	necklace	robinhood_youngreading_09_13	2	[0.9, 0.032478]	1
0.71499997	0.83499998	had	robinhood_youngreading_09_13	3	[0.0237]	0
0.83499998	1	been	robinhood_youngreading_09_13	4	[0.031279]	0
1	1.525	stolen	robinhood_youngreading_09_13	5	[0.021606, 0.27862600000000004]	1
1.525	0	0	robinhood_youngreading_09_13	6		0
0	0.045000002	0	robinhood_youngreading_09_3	0		0
0.045000002	0.205	High	robinhood_youngreading_09_3	1	[0.9]	1
0.205	0.37	in	robinhood_youngreading_09_3	2	[0.731971]	1
0.37	0.42500001	the	robinhood_youngreading_09_3	3	[0.14901199999999998]	0
0.42500001	0.97500002	forest	robinhood_youngreading_09_3	4	[0.286214, 0.117433]	1
0.97500002	0	0	robinhood_youngreading_09_3	5		0
0	0	0	robinhood_youngreading_09_3	6		0
0	1.375	0	robinhood_youngreading_09_3	7		0
1.375	1.78	several	robinhood_youngreading_09_3	8	[0.53809, 0.11263900000000003]	1
1.78	2.2	figures	robinhood_youngreading_09_3	9	[0.677516, 0.15753499999999998]	1
2.2	2.3	were	robinhood_youngreading_09_3	10	[0.258627]	0
2.3	2.78	leaping	robinhood_youngreading_09_3	11	[0.421315, 0.132214]	1
2.78	3	from	robinhood_youngreading_09_3	12	[0.021524]	0
3	3.2650001	tree	robinhood_youngreading_09_3	13	[0.732734]	1
3.2650001	3.28	0	robinhood_youngreading_09_3	14		0
3.28	3.3900001	to	robinhood_youngreading_09_3	15	[0.651641]	1
3.3900001	3.7750001	tree	robinhood_youngreading_09_3	16	[0.53809]	1
3.7750001	3.8499999	0	robinhood_youngreading_09_3	17		0
3.8499999	4.3049998	shadowing	robinhood_youngreading_09_3	18	[0.527411, 0.183985, 0.030396]	1
4.3049998	4.5100002	them	robinhood_youngreading_09_3	19	[0.036687]	0
